Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Madagascar,MDG,29569.93884,30396.78169,25746.07741,27424.46034,28016.77373,28453.33768,29022.15159,29955.50524,31187.45615,29102.21589,28375.19928,28003.69887,28073.46924,27938.22914,28095.3941,28200.79632,28600.13395,29004.96953
Maldives,MDV,99048.10795,92940.03038,97217.96997,107706.4002,111183.1952,94037.32013,115500.0202,121189.2612,129229.8261,116693.1442,121733.6733,128420.7442,127879.2291,133325.7946,139294.9268,139834.3114,146746.7121,153806.4783
Mexico,MEX,127142.7735,124973.2057,123380.908,123643.1514,126863.3216,128024.2213,131810.2807,132728.1023,132089.9061,123111.2966,127411.6061,130114.4629,132913.5866,132835.9927,134708.0924,137292.2841,139443.7731,140502.6876
Marshall Islands,MHL,2322.164919,2445.585727,2510.761532,2517.06002,2522.076276,2596.553645,2632.695188,2725.783992,2676.789613,2627.865061,2791.855031,2819.247459,2910.031711,2985.890175,2957.406707,2941.287693,2993.413862,3097.616014
North Macedonia,MKD,137503.1391,132762.103,134344.8867,137030.0172,143182.9219,149711.7856,157183.3293,167171.1553,176155.0137,175377.8105,181124.2267,185215.2812,184223.8997,189456.3816,196167.0185,203552.8166,209159.9774,209466.3876
Mali,MLI,192965.5263,216218.089,216313.4345,228839.1159,225155.0189,232243.2435,235200.0639,235433.2917,238600.2027,241755.4155,246922.9889,247281.5428,238079.837,236600.0098,246022.8573,253154.637,259994.6782,265948.0918
Malta,MLT,13821.53212,13801.56121,14107.67004,14371.69767,14338.79602,14786.76882,15002.41791,15546.1689,15962.22571,15452.25552,15921.28499,16063.68974,16351.76703,16867.26906,17875.40443,19133.22683,19678.44939,20376.53927
Myanmar,MMR,278428.4838,306472.7818,339597.1057,382676.4161,430527.9181,484822.2185,544134.3576,605354.761,663278.8683,728529.4259,793062.5923,830828.0408,884168.3411,950065.5475,1016579.343,1077715.095,1130507.259,1195937.611
Montenegro,MNE,1761.63154,1773.857757,1800.331735,1837.989012,1915.463003,1992.962094,2161.668213,2305.475352,2467.087205,2319.015839,2377.269167,2450.7661,2382.589684,2463.574709,2505.487001,2589.220321,2663.691193,2788.571006
Mongolia,MNG,2171953.411,2215440.792,2297619.799,2433043.991,2661870.427,2821488.966,3025105.816,3291805.986,3535055.775,3437682.105,3596700.053,4143947.889,4567297.24,5001796.451,5295083.482,5324615.73,5296933.19,5490258.317
Northern Mariana Islands,MNP,,,21363.23313,21877.13209,21762.63649,19578.31325,18836.72675,18214.50775,16785.35982,14279.55599,14809.6428,13832.59584,13924.56905,14175.7347,14595.72593,14995.62172,19155.62583,23919.19338
Mozambique,MOZ,8093.437987,8867.269938,9369.38973,9686.470886,10136.63064,10699.1207,11412.52088,11905.88405,12357.87577,12764.37445,13225.95438,13759.67228,14326.39863,14909.5356,15561.41209,16114.78228,16246.32696,16376.64628
Mauritania,MRT,155827.633,154323.1177,150888.8261,155372.9528,159675.0394,169111.8899,195408.4804,195334.199,191946.3276,184596.6702,187876.0832,190992.4484,196122.2452,201953.9949,207044.1053,203998.2942,202336.8046,203772.7698
Mauritius,MUS,148842.877,151472.0124,153603.0067,158071.9925,166109.4894,167178.7508,180608.365,190084.138,199601.1642,205671.0242,214163.4677,222539.2126,229681.6102,236877.0424,245303.0849,253682.664,263237.9164,273043.2156
Malawi,MWI,57888.90309,53505.35391,52975.28308,54531.83074,55948.71985,56166.13491,57100.12248,60720.2072,63388.55339,66598.58704,69053.14432,70271.35212,69507.48614,71005.29004,72890.60001,72779.26853,72451.67986,73203.11389
Malaysia,MYS,22578.80089,22204.11572,22917.71151,23763.2292,24885.90977,25717.10962,26650.4965,27816.02286,28638.13354,27699.64177,29219.74799,30204.85887,31273.45695,32150.29702,33493.72868,34631.79481,35557.30199,37133.79701
Namibia,NAM,27753.98942,27582.22428,28482.47834,29325.58207,32551.84546,32997.95899,34927.41415,36376.54215,36871.38639,36449.87096,38008.57526,39178.40407,40283.09231,41579.08807,43204.13076,44802.55417,44105.353,42754.84771
Niger,NER,130646.9248,134948.0149,134052.82,136129.2472,131385.0521,132342.8496,134929.9013,134087.3111,141537.834,135327.1202,141185.284,139000.5623,149623.6049,151567.8609,156835.4921,157479.6886,159034.3664,160569.0638
Nigeria,NGA,207846.3901,214686.5807,241432.0855,252678.5234,269077.4853,279092.8416,288377.3813,299400.9221,311297.4588,327484.1257,344386.8272,353094.7582,358307.0363,372130.0409,385227.62,385141.964,369119.6475,362549.2617
Nicaragua,NIC,19433.88862,19719.18784,19595.16462,19824.06282,20606.54266,21210.86338,21804.24028,22612.80944,23087.02892,22042.86823,22729.61793,23873.71442,25124.8411,26058.42813,26995.56731,27966.48775,28946.25561,30023.08811
Netherlands,NLD,34832.62192,35305.05385,35116.77613,35050.71552,35638.4424,36323.38958,37541.13315,38844.99364,39351.50269,37674.64798,38469.56623,38884.50983,38341.71343,38179.07607,38583.43115,39165.37199,39811.33256,40712.04899
Norway,NOR,493866.8211,501620.6947,506095.8385,507764.166,524756.6129,534874.6871,543292.1271,553750.1047,549520.7753,533457.9549,530498.1212,528750.6408,536054.0649,535142.6451,539592.7141,544774.9425,546408.3948,552747.2045
Nepal,NPL,17745.60191,18273.4302,17994.09127,18415.89286,19004.91789,19412.38021,19833.22063,20295.29297,21321.9522,22067.41435,22888.86742,23408.73711,24241.62091,24940.01317,26118.28067,26672.53539,26527.31775,28309.75447
Nauru,NRU,,,,,,,,2603.019396,3518.307027,3823.750628,4307.25187,4795.227205,5164.889581,6584.844284,8207.179617,8016.953908,8461.391678,8931.345138
New Zealand,NZL,40209.67652,41491.47244,42840.47086,43910.33974,44677.08727,45641.76688,46248.87291,47542.65941,46412.29696,46831.05529,46758.91236,47654.69222,48578.73145,49179.72824,50159.81198,51403.77575,52083.26398,52426.82419
Oman,OMN,7189.534703,7424.087726,7218.141744,6875.365527,6794.720608,6779.480812,6945.320367,7037.241781,7348.639768,7462.619782,7413.544811,6887.906716,7036.509379,6855.753808,6600.73089,6520.437829,6497.162989,6143.224844
Pakistan,PAK,43781.55169,43678.91654,44135.81336,45319.45842,47665.89786,50277.11188,52300.91771,53720.9021,53529.28138,53923.06284,53661.72159,53989.38877,54712.06299,55922.67283,57327.43507,58824.09876,60846.85557,63070.92743
Panama,PAN,4677.356422,4613.873296,4627.487652,4732.077351,4994.085439,5255.297864,5606.581198,6165.945057,6653.316215,6617.237039,6880.183667,7525.230475,8118.446208,8530.745934,8812.532559,9164.524248,9464.989186,9811.840354
Peru,PER,8574.494984,8513.647978,8863.15781,9117.06098,9451.404922,9922.742907,10540.20001,11299.47756,12180.373,12161.19562,13007.61233,13651.08031,14297.53925,14932.90718,15086.51598,15376.80655,15784.58933,15986.60801
Philippines,PHL,45911.55569,46247.72614,46940.01766,48276.22109,50507.99774,51942.26375,53709.8516,56311.92075,57707.91114,57440.78644,60831.58597,62031.16227,65091.84566,68547.52886,71581.58706,74719.29928,78617.15041,82594.97963
Palau,PLW,11917.99739,12559.71449,12944.00225,12445.06599,12979.57483,13493.28343,13126.62902,13179.79718,12404.90409,11603.91309,11579.42355,12126.73916,12466.73572,12109.93308,12583.50242,13769.44758,13703.55299,13076.819
Papua New Guinea,PNG,5255.67149,5117.122148,4981.609521,4963.75623,4974.043308,5161.31201,5152.797286,5588.478561,5441.282228,5677.532941,6110.933636,6041.665676,6185.106063,6284.948396,7101.795627,7323.227723,7287.855299,7322.877384
Poland,POL,25709.2632,26037.29815,26581.18592,27546.71885,28978.37287,30003.96179,31878.28286,34139.3913,35585.36369,36564.17792,37991.37361,39876.04318,40517.3096,41106.07106,42501.95367,44163.00229,45535.10768,47717.45366
Puerto Rico,PRI,2609.92677,2768.768196,2790.542461,2790.28618,3033.778448,2977.791277,2948.280471,2931.112704,2893.987715,2853.002746,2855.63042,2878.491828,2914.38574,2938.929502,2951.760091,2972.676803,2990.639939,2991.036694
Portugal,PRT,16243.62917,16442.92208,16478.83767,16263.7209,16518.8032,16614.61273,16842.24717,17228.10364,17237.56148,16708.2731,17017.69699,16731.40006,16122.64871,16028.1618,16258.75301,16623.70148,16997.36527,17515.11509
Paraguay,PRY,20078123.95,19527946.51,19162301.61,19636149.3,20089715.43,20193482.4,20850125.23,21673414.18,22743040.3,22385555.94,24551446.31,25253447.5,24781059.82,26507484.78,27427593.33,27903959.39,28734400.83,29849958.23
West Bank and Gaza,PSE,2436.003015,2153.459839,1836.96555,2041.592242,2195.92067,2371.66962,2221.659647,2308.336342,2379.093382,2511.493743,2637.336527,2877.190208,2967.436206,2944.043976,2853.035802,2865.805109,2915.414167,2921.46243
Qatar,QAT,283915.5302,283210.7524,290023.9842,282059.8495,305130.6433,287790.5405,310810.1412,311456.2088,313792.6753,306825.4604,327992.4945,339024.4327,328415.1068,321429.7617,316772.6505,314184.4638,309859.429,306477.201
Romania,ROU,9783.655649,10475.92691,11222.59704,11928.28921,12999.1831,13625.37955,14810.45836,16062.54796,17681.49334,16775.62873,16401.0923,16812.78219,17238.58294,17910.81859,18591.23464,19402.11292,20450.34567,22067.59135
Russian Federation,RUS,337452.0394,356142.4267,374756.7989,403927.055,434659.1346,464141.017,503630.22,547551.107,576539.6235,531289.1056,554967.7427,583841.77,604168.7687,613647.331,607246.8476,588801.3176,586401.4447,595377.4175
Rwanda,RWA,234260.1016,244869.8022,270458.3594,271824.8789,287495.9261,308396.4329,328991.656,345232.9011,373477.2232,386236.6181,403568.924,423846.1304,449569.1062,459004.8523,481801.2338,511709.1775,529212.483,547897.4448
Saudi Arabia,SAU,68487.11281,65945.21421,62322.87997,67331.06173,70585.23765,72409.92025,72392.06337,71760.59713,74222.70144,70729.16249,72223.45221,77158.11731,78961.3018,78768.79546,79437.99333,80654.83385,80176.69771,77891.01977
Sudan,SDN,420.1414584,435.0450911,450.1491515,471.5646361,476.5069128,498.4555567,534.1867927,580.3260219,609.6095061,613.3527477,618.47297,667.2672168,752.7788876,767.5268287,769.5477702,788.2957176,805.9307567,820.6579622
Senegal,SEN,569435.0201,580803.7863,569854.3996,592321.6122,610785.2901,628194.1137,626642.8015,640044.5606,647976.2366,643247.7035,647323.7188,637769.671,650710.6098,649324.4531,672003.6029,694226.091,716668.4875,746670.7757
Singapore,SGP,45527.34473,43893.71031,45326.81186,48040.37886,51973.08926,54567.62473,57572.27587,60254.75314,58153.41419,56085.25429,63497.75801,66136.92799,67169.19184,69468.20636,71235.2945,71972.76532,72747.96011,75313.62182
Solomon Islands,SLB,6809.378128,6099.860329,5773.652651,5990.567833,6125.579285,6298.775232,6574.896868,6891.30523,7211.428866,6716.026035,7014.156198,7765.743661,7944.064794,8009.792143,8019.375365,8055.585703,8168.069247,8268.111191
Sierra Leone,SLE,814092.3078,734304.5599,887452.5259,924888.9508,942387.5687,946780.9963,954663.2262,1002999.496,1031432.266,1039877.438,1070293.588,1111556.376,1251092.003,1476234.342,1509253.435,1172225.534,1216455.651,1240672.221
El Salvador,SLV,2951.600988,2958.168813,2987.561813,3018.364943,3030.413505,3097.909905,3217.762584,3263.086262,3317.868809,3234.465405,3287.937857,3397.871058,3477.3813,3543.157211,3595.790733,3663.038308,3738.469827,3805.428162
San Marino,SMR,50587.20549,52733.95289,52238.54059,53555.13441,55289.96051,55882.35294,57303.97785,60646.49565,60887.61491,52436.28552,49373.1919,44153.12341,40295.79495,38603.22571,37841.10604,37718.19363,38265.87593,38610.77864
Serbia,SRB,264727.5019,278422.9166,298509.8423,312354.0774,341406.9006,361406.4487,380624.7773,404676.3301,428213.0798,416537.0293,420659.2775,429935.5179,427640.8212,440778.185,434742.4949,440209.26,454899.3939,465867.0351
South Sudan,SSD,,,,,,,,,,,,3110.579463,1429.250439,1788.952618,1784.75863,1728.982062,1447.337976,
Sao Tome and Principe,STP,,13192897.68,13201928.66,13739469.47,13928330.96,14565485.83,15524342.59,15658635.77,16553587.8,16568102.97,17272781.83,17626642.1,17773991.27,18215832.79,18980626.38,19273687.34,19641553.31,19961605.16
Suriname,SUR,11886.08276,12246.60073,12451.26817,13092.37268,14052.76345,14528.6756,15207.93485,15814.10816,16296.26632,16611.56239,17287.12629,18109.85555,18407.04406,18756.22074,18619.23501,17812.46837,16666.42788,16796.17751
Slovak Republic,SVK,7774.482066,8047.033883,8414.04267,8875.816014,9344.483162,9974.347115,10816.9702,11981.66066,12645.35297,11943.72686,12534.20949,12870.95527,13061.9978,13242.46826,13593.48225,14147.54155,14570.91297,15012.16955
Slovenia,SVN,14021.71032,14412.54435,14946.92053,15362.45856,16020.73418,16633.21018,17517.99266,18629.55986,19213.95047,17556.37846,17696.34494,17774.29774,17263.50263,17044.92015,17535.46678,17918.09806,18468.69996,19379.65251
Sweden,SWE,322131.1866,326290.2486,331973.9992,338631.6648,351875.6982,360348.6411,375126.2733,385033.2944,379917.2354,357164.1278,375749.2702,382913.9298,378957.104,380412.7988,386457.1788,399433.6685,405033.1731,408022.8801
Eswatini,SWZ,22775.981,22770.39789,23591.79188,24361.56584,25067.798,26311.57972,27523.81702,28292.13516,28020.93378,27934.52923,28459.94149,28567.15239,29366.07769,30679.03443,30700.61339,30261.90547,30676.88389,30699.34219
Sint Maarten (Dutch part),SXM,,,,,,,,,,45336.77068,47037.5865,50115.1488,49044.45727,47015.59811,46392.46385,45260.66351,44154.21952,
Seychelles,SYC,64115.32953,62604.3792,61455.70871,58495.89278,57039.34041,61888.76632,66315.88298,72854.06842,69713.41828,68672.82183,70758.60532,78372.84569,78586.28358,81791.05115,84156.36524,86364.11689,89053.90169,92619.58101
Syrian Arab Republic,SYR,56255.35012,57924.42598,60189.63751,59412.56679,62116.10325,64207.75279,65206.98669,66403.74313,,,,,,,,,,
Chad,TCD,192863.42,207381.7824,216526.0067,239066.7913,307723.2381,348256.6669,338588.2641,338174.4909,337287.4666,340239.2592,373848.2447,361934.9548,381165.7255,389748.7199,403258.8454,401404.6127,364757.0535,343352.7557
Togo,TGO,227917.8106,218007.8781,210251.4539,214940.9023,213816.616,210681.2175,213416.2539,212495.2792,215227.1838,221093.9405,228357.2138,236553.7194,245411.6798,253628.4522,261733.7457,269753.5946,276445.1235,281527.5901
Thailand,THA,83458.62714,85537.92639,90046.71597,95800.1177,101124.606,104677.9641,109212.7505,114502.4183,115865.4736,114486.9057,122490.2099,122931.3493,131225.1305,134160.2113,134938.9007,138526.6744,142646.2495,147854.2398
Tajikistan,TJK,287.4261708,309.4424147,336.566185,366.0142251,395.7890946,413.3829509,433.2670213,456.9782152,482.512964,490.3557574,510.7915118,536.3580808,563.5952469,591.7752481,617.495247,640.3607492,669.7761414,705.7368268
Turkmenistan,TKM,3084.519005,3184.692994,3161.077848,3232.337817,3359.578628,3756.540189,4120.688135,4519.996049,5115.504151,5349.313512,5750.439101,6485.038329,7076.616446,7655.378338,8289.464625,8671.166665,9050.608772,9478.98143
Timor-Leste,TLS,1118.245206,1192.801317,1073.196759,1019.62943,1612.725219,2127.846123,2951.113891,3056.227717,3320.99693,3080.160546,2995.878662,3285.483371,3373.30129,2932.201701,2117.554712,2501.577386,2467.227516,2221.39696
Tonga,TON,6684.874901,6888.497226,7082.850056,7188.350419,7119.071569,7186.259043,7082.469097,6743.133347,6908.402505,7025.79051,7240.462084,7410.807348,7450.1434,7191.819839,7309.372105,7539.204994,7738.839827,7881.716349
Trinidad and Tobago,TTO,71993.96081,74735.94288,80323.02719,91477.89015,98253.94019,103839.6411,116994.6452,121984.2883,125534.0409,119455.1241,122822.6176,121847.4884,122798.579,123390.5053,122511.893,123858.6099,116064.6907,113008.7376
Tunisia,TUN,4300.79985,4424.604502,4447.38935,4621.223132,4871.204832,4998.686333,5212.505218,5507.178343,5680.299848,5789.482936,5926.213243,5746.951898,5907.961922,6007.276915,6113.977251,6113.329113,6110.846664,6160.693513
Turkey,TUR,11568.24162,10717.27999,11239.80156,11700.83384,12652.75541,13610.84892,14396.21845,14939.24741,14885.27149,14006.21552,14987.46373,16407.51862,16925.87168,18068.11173,18694.94041,19518.2863,19825.39182,20975.48555
Tuvalu,TUV,3017.547771,3037.195122,3234.883238,3084.785502,3004.012533,2852.129251,2881.523133,3032.80289,3244.197292,3070.395556,2961.067325,3154.560551,3006.130155,3116.396092,3132.632859,3390.142864,3462.813866,3544.718184
Tanzania,TZA,1107745.763,1143654.222,1191314.613,1235184.623,1289719.177,1345394.042,1390163.857,1438705.952,1473280.681,1502580.699,1548158.502,1615429.759,1636207.379,1693652.713,1752459.491,1803714.926,1868980.76,1935388.377
Uganda,UGA,836297.6218,850782.6254,894031.0568,919484.6296,948461.4661,974056.5939,1042343.484,1091618.136,1146455.738,1183034.775,1207602.674,1276654.318,1281350.513,1283239.441,1304321.906,1327165.472,1345598.633,1352746.733
Ukraine,UKR,14426.8978,15913.91727,16916.54997,18677.26212,21098.29806,21890.51516,23678.69795,25629.23369,26362.09364,22571.41182,23530.18376,24905.60341,25026.81315,25077.16049,24790.14442,22448.9029,23089.78851,23776.9037
Uruguay,URY,126806.8805,121717.5742,112283.7513,113260.653,118983.5311,127801.574,132822.7099,141142.7707,150771.0432,156611.3706,168249.0117,176348.462,181988.4752,189800.8768,195286.8042,195325.0282,197907.3694,202416.1348
United States,USA,45055.81792,45047.4872,45428.64568,46304.03609,47614.27986,48755.61606,49575.40101,49979.53384,49364.64455,47575.60856,48466.82102,48862.42257,49596.41951,50161.07339,51015.133,52099.26723,52534.36274,53356.23365
Uzbekistan,UZB,44746.69754,46039.50822,47298.67583,48715.02436,51864.22245,54852.86086,58143.29943,63008.46194,67585.49956,71837.49724,75774.21594,79890.17577,85177.99017,90566.56154,95990.97414,101877.6542,107930.9429,111758.8026
St. Vincent and the Grenadines,VCT,11419.80296,11605.31726,12320.93744,13243.41024,13767.28783,14085.81439,15146.07968,15632.25123,15862.7747,15517.29655,14988.41422,14922.01096,15130.09476,15408.58255,15590.31552,15785.33528,16069.56652,16170.29589
"Venezuela, RB",VEN,1674.809032,1699.718291,1521.136855,1378.226271,1601.852949,1736.983623,1876.582023,2007.479751,2079.656592,1981.679922,1922.538465,1973.244231,2054.291595,2052.71446,1945.78442,,,
Virgin Islands (U.S.),VIR,,,35858.44623,35739.95908,36803.82052,38145.20442,39558.55349,41167.07741,41531.74845,38771.27439,39138.78071,35967.56916,30594.04202,28849.35767,28614.06696,28734.56504,29057.76207,
Vietnam,VNM,14175786.68,14895171.39,15678879.19,16600324.01,17684688.9,18843171.65,19971897.87,21197760.99,22186573.5,23155159.89,24389812.74,25632480.13,26674713.38,27799554.58,29129596.15,30734293.46,32298825.98,34148217.31
Vanuatu,VUT,231569.7897,218500.7132,202344.8617,205720.6329,208491.1067,214066.0075,226492.5408,232449.6597,241523.9194,243638.0181,241833.3016,239148.141,237824.5146,237088.2746,237264.8252,230246.8226,234322.6381,239690.2738
Samoa,WSM,6902.34179,7341.154893,7615.980678,7911.490921,8225.588849,8512.821724,8624.580605,9109.91848,9139.672853,8639.01832,8616.127386,9043.108731,9006.094274,8759.563214,8811.103328,8871.186767,9440.642928,9631.086847
Kosovo,XKX,1365.109118,1732.156701,1718.847155,1820.400525,1866.684931,1977.962633,2050.495017,2182.295645,2222.093382,2277.978557,2334.54226,2425.963149,2476.567693,2535.003563,2568.613459,2703.463203,2790.827001,2885.781395
"Yemen, Rep.",YEM,14361.89927,14490.352,14639.4363,14764.35461,14925.28721,15326.60651,15380.89729,15462.46885,15592.92434,15759.75481,16519.31012,14035.16496,13991.54936,14284.32229,13893.41315,11288.10131,9514.369799,8737.958561
South Africa,ZAF,42747.48807,43280.13453,44269.73677,44979.82286,46444.90962,48321.75919,50467.26821,52615.53865,53729.14919,52322.88209,53271.80096,54306.66203,54739.16262,55296.99448,55520.9666,55466.94977,55059.31906,55094.16763
Zambia,ZMB,4501.364334,4612.411322,4691.820112,4885.184211,5090.671636,5313.882827,5580.479513,5883.837661,6168.420725,6549.971586,7019.181832,7194.346682,7511.780493,7655.764026,7775.251402,7763.903266,7817.307652,7845.611915
Zimbabwe,ZWE,1502.803537,1506.697135,1357.936976,1115.255566,1038.679631,967.0594469,920.4793157,873.1696431,706.7711812,777.2680823,911.9908916,1019.69729,1163.418689,1159.476678,1159.526781,1152.804569,1134.698869,1160.796185
